round_epochs,loss,mean_absolute_error,r_squared,val_loss,val_mean_absolute_error,val_r_squared,activation1,activation2,batch_size,dropout,epochs,loss,neurons1,neurons2,optimizer
33,1.2175225697906469,1.2175226,0.86624527,0.5709126911906034,0.5709127,0.97480464,None,<function linear at 0x7fd0526c58c0>,128,0.4,98,mae,32,32,RMSprop
8,0.881402832456723,0.88140297,0.9200918,0.5393644175733993,0.5393644,0.97204125,<function relu at 0x7fd0526c55f0>,None,16,0.1,46,mae,128,64,SGD
46,0.740410694386415,0.7404106,0.9448094,0.7828255637504715,0.7828256,0.9555014,None,<function linear at 0x7fd0526c58c0>,32,0.30000000000000004,124,mae,256,256,RMSprop
33,1.312134660129531,1.3121346,0.80510986,0.8334356193886923,0.83343554,0.9364172,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,8,0.5,124,mae,32,32,SGD
14,1.0748514570959349,1.0748516,0.8549889,0.48931421315966017,0.48931426,0.9620221,None,None,8,0.5,98,mae,128,32,SGD
13,1.843184671531399,1.8431847,0.67292976,1.174317900537099,1.174318,0.8984646,<function relu at 0x7fd0526c55f0>,None,64,0.4,46,mae,128,32,SGD
3,2.993143484287084,1.3157463,0.8335055,1.655502221654285,1.2221409,0.89390355,<function relu at 0x7fd0526c55f0>,None,16,0.5,20,mse,64,128,RMSprop
22,1.6899884003921521,0.9749916,0.91252077,0.33104073651488153,0.48231637,0.97982967,None,None,128,0.4,124,mse,256,64,SGD
4,1.040180400936557,0.7373713,0.9463128,0.4620417655187051,0.58403975,0.97194445,None,<function linear at 0x7fd0526c58c0>,64,0.1,20,mse,256,128,SGD
25,2.0768866892888243,1.0920671,0.88219357,0.23297394519465772,0.37912208,0.98507005,<function relu at 0x7fd0526c55f0>,None,16,0.30000000000000004,124,mse,64,64,RMSprop
46,1.2327557526168629,0.8258774,0.93611485,0.8119437229014411,0.8407561,0.95128953,None,None,128,0.1,124,mse,128,64,RMSprop
39,1.0528610488739532,0.7505652,0.9461029,0.33369912432494064,0.49473655,0.98016405,None,<function linear at 0x7fd0526c58c0>,128,0.2,124,mse,256,128,Adam
13,0.7699958744243205,0.7699959,0.9240122,0.6327274050185159,0.63272744,0.9603662,None,<function linear at 0x7fd0526c58c0>,8,0.2,98,mae,32,64,SGD
5,2.286556572910079,1.1712946,0.8829529,0.6196935179540319,0.6808003,0.96401715,None,<function linear at 0x7fd0526c58c0>,128,0.4,20,mse,256,256,RMSprop
22,0.9028925081751324,0.9028925,0.9269864,0.40437089017766864,0.40437087,0.9846673,<function relu at 0x7fd0526c55f0>,None,128,0.30000000000000004,72,mae,128,256,RMSprop
7,1.0308160237885815,1.0308161,0.90166444,0.6192583429625018,0.6192584,0.9655081,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,32,0.4,20,mae,32,128,RMSprop
21,1.5183944936724818,1.5183946,0.77625257,0.7174881633463617,0.7174882,0.9602647,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,32,0.30000000000000004,98,mae,32,32,Adam
11,2.4282482125376927,1.1794415,0.8702723,0.3316225292451226,0.5002089,0.9795271,None,<function linear at 0x7fd0526c58c0>,32,0.5,72,mse,128,64,RMSprop
15,1.043975817540422,1.0439757,0.90138566,0.5881197919425792,0.5881198,0.96984786,None,<function linear at 0x7fd0526c58c0>,64,0.2,72,mae,64,32,SGD
14,0.8363715466348877,0.8363716,0.91151685,0.6268854304038106,0.6268853,0.960319,None,None,8,0.5,98,mae,64,256,Adam
67,0.9239343118627158,0.6849067,0.9526775,0.15048336114894187,0.30475512,0.9911405,None,<function linear at 0x7fd0526c58c0>,128,0.30000000000000004,124,mse,64,256,Adam
23,0.815587783790019,0.81558776,0.9193621,0.33977241178398476,0.33977237,0.98589337,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,8,0.4,124,mae,64,256,SGD
25,1.0013808831003785,1.0013809,0.88176334,0.6644320298263774,0.6644321,0.94571644,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,8,0.2,72,mae,32,32,Adam
23,1.5424228701377138,0.9354856,0.91258013,0.1773541183221421,0.33383417,0.9885078,<function relu at 0x7fd0526c55f0>,None,16,0.30000000000000004,72,mse,64,128,Adam
6,1.0505278286436435,0.7391678,0.94582146,0.5762631474714516,0.6663122,0.96581644,None,None,128,0.1,46,mse,32,128,SGD
4,1.430431824098511,0.8846222,0.9240402,0.5322779999629639,0.6367788,0.96664935,None,<function linear at 0x7fd0526c58c0>,32,0.4,20,mse,256,128,SGD
23,1.0100374450311507,1.0100375,0.90907544,0.34725197396213797,0.34725198,0.9891438,None,None,64,0.30000000000000004,98,mae,256,64,RMSprop
34,1.138499965497859,0.79117256,0.9406244,0.17614287415489924,0.33780155,0.9896556,<function relu at 0x7fd0526c55f0>,None,64,0.30000000000000004,98,mse,32,256,Adam
16,2.51685055460942,1.1994039,0.8686713,0.38803452239886904,0.5410324,0.97745013,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,128,0.30000000000000004,98,mse,256,64,RMSprop
38,0.7694603274493423,0.7694605,0.92991656,0.4494206437138887,0.44942066,0.97603226,None,None,8,0.4,124,mae,32,256,RMSprop
12,1.2423917909513802,1.2423918,0.8600314,0.9210985093030649,0.92109853,0.9444042,<function relu at 0x7fd0526c55f0>,None,128,0.5,72,mae,256,128,RMSprop
28,1.103921770543947,1.1039221,0.8768617,1.022519135044606,1.0225191,0.9253352,<function relu at 0x7fd0526c55f0>,None,16,0.30000000000000004,124,mae,32,32,SGD
14,0.9454690580958527,0.94546926,0.8939989,0.3987634892556522,0.3987635,0.98342484,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,8,0.30000000000000004,98,mae,256,128,RMSprop
6,0.8595019336268496,0.85950196,0.9339973,0.7780780478740115,0.77807796,0.95506203,None,None,64,0.1,20,mae,64,256,RMSprop
7,1.6029777544549808,0.9556546,0.89042825,0.23443393446252792,0.40165445,0.98297834,None,<function linear at 0x7fd0526c58c0>,8,0.5,20,mse,32,128,RMSprop
30,0.7112446399539886,0.71124476,0.9485354,0.535968335164589,0.5359683,0.9767353,None,None,64,0.2,98,mae,128,256,SGD
40,1.608887336130765,0.96064377,0.91376793,0.5942354348927534,0.701922,0.96362656,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,32,0.2,98,mse,256,64,RMSprop
17,1.6632624434858585,0.9508002,0.9138397,0.13409728931923215,0.29498622,0.992081,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,64,0.1,46,mse,32,32,Adam
10,1.129435140870202,1.1294351,0.8834811,0.32292870891282577,0.3229287,0.99046236,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,128,0.30000000000000004,20,mae,32,64,Adam
13,3.534561040039483,1.4000497,0.77130306,0.5153400337588437,0.64751846,0.9594554,<function relu at 0x7fd0526c55f0>,None,8,0.5,72,mse,256,64,RMSprop
23,0.9514119675646807,0.9514121,0.9149068,0.3308208175087621,0.33082077,0.9900265,<function relu at 0x7fd0526c55f0>,None,64,0.5,72,mae,128,256,Adam
26,0.7295112884378312,0.7295113,0.9462125,0.3735542094868946,0.3735542,0.98629504,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,128,0.2,98,mae,64,256,Adam
18,4.363839991927855,1.5524088,0.7741617,0.7950375350549581,0.82824004,0.953537,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,128,0.5,124,mse,128,64,RMSprop
12,0.8149271659470899,0.8149274,0.92187387,0.62242747860084,0.6224274,0.9541076,<function relu at 0x7fd0526c55f0>,None,8,0.1,72,mae,64,64,Adam
3,0.9229032687962915,0.92290354,0.89692277,0.8444206142802271,0.8444206,0.9289182,None,None,8,0.1,20,mae,64,32,SGD
4,4.186964723394522,1.5650572,0.74934703,0.2579835161196728,0.43573415,0.9828911,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,16,0.5,20,mse,64,64,RMSprop
6,1.4215320758237184,0.8956261,0.92739755,0.3547923143103752,0.4952731,0.97763103,<function relu at 0x7fd0526c55f0>,None,128,0.1,20,mse,64,64,RMSprop
6,1.7197279307274014,1.7197279,0.7283059,0.48339903758287966,0.48339903,0.98040444,<function relu at 0x7fd0526c55f0>,None,64,0.4,20,mae,128,32,Adam
32,0.8931249000947288,0.8931251,0.9211994,1.217941909826636,1.2179419,0.89980024,None,<function linear at 0x7fd0526c58c0>,32,0.4,98,mae,256,128,RMSprop
18,0.7181175765695968,0.7181178,0.93563956,0.5039309670908995,0.503931,0.97660404,None,None,8,0.1,72,mae,256,64,SGD
24,1.324961803796637,0.859186,0.92933595,0.1930860551767909,0.34486336,0.98810756,None,None,32,0.4,72,mse,32,128,RMSprop
10,1.5741272123310908,0.9426817,0.91866857,0.47829895047786275,0.6136856,0.97211105,<function relu at 0x7fd0526c55f0>,None,128,0.1,46,mse,128,32,RMSprop
8,0.7903045049099926,0.79030424,0.9349618,0.703589612285924,0.70358956,0.955903,None,<function linear at 0x7fd0526c58c0>,16,0.2,46,mae,32,128,RMSprop
25,0.7167668005892338,0.7167671,0.94829816,0.39506414250111205,0.39506415,0.9856078,None,<function linear at 0x7fd0526c58c0>,64,0.1,72,mae,32,128,SGD
8,1.2069852459319472,0.8279923,0.934393,0.3836624506633922,0.5288945,0.97677755,None,<function linear at 0x7fd0526c58c0>,32,0.2,46,mse,64,256,RMSprop
8,0.936437283472756,0.689482,0.9396894,0.1455728395570818,0.3073219,0.98954743,None,None,8,0.1,46,mse,256,256,Adam
11,1.459338725472629,0.9092828,0.9217501,0.1724374708688017,0.33865163,0.9896656,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,32,0.30000000000000004,72,mse,256,256,RMSprop
11,1.0081527610771528,0.7252628,0.94624877,0.2638912448831929,0.41619745,0.983737,None,None,32,0.1,46,mse,128,64,Adam
5,1.1888032799762018,0.8082555,0.93599194,0.40073640688278334,0.54404676,0.97507477,None,<function linear at 0x7fd0526c58c0>,32,0.2,20,mse,128,128,SGD
12,1.8496068730204664,1.8496069,0.6814561,0.9032730022886806,0.903273,0.9453701,<function relu at 0x7fd0526c55f0>,None,128,0.5,46,mae,32,32,RMSprop
14,5.8956229215562095,1.7865703,0.66898215,0.6663493534243133,0.7448705,0.9575802,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,16,0.5,72,mse,256,32,Adam
5,1.8432984207018237,1.0201167,0.8691754,0.33453050000134765,0.48285443,0.9717703,<function relu at 0x7fd0526c55f0>,None,8,0.5,20,mse,64,256,Adam
9,1.6111674490775771,1.6111676,0.76134884,0.37987430585426346,0.37987435,0.9873157,<function relu at 0x7fd0526c55f0>,None,64,0.4,46,mae,256,32,RMSprop
11,1.0608668413275475,0.7495505,0.9429673,0.27615484820666214,0.43232593,0.9834566,<function relu at 0x7fd0526c55f0>,None,32,0.1,46,mse,256,128,SGD
32,1.7609249800317262,1.0040722,0.9095425,0.22223583499545707,0.37658364,0.98687345,<function relu at 0x7fd0526c55f0>,None,128,0.5,124,mse,128,256,Adam
4,2.605447914359729,1.2162868,0.86527807,0.7013878923237459,0.72701824,0.9552143,None,None,128,0.30000000000000004,20,mse,128,32,SGD
18,0.734031547268535,0.7340315,0.94503504,0.29351504352238056,0.29351503,0.99125725,<function relu at 0x7fd0526c55f0>,None,32,0.1,98,mae,32,128,Adam
3,1.143983254046436,0.7866634,0.925771,0.41525380922224936,0.5545903,0.96528685,None,None,8,0.4,20,mse,64,256,Adam
12,1.578176884351897,0.96232927,0.9105619,0.517769953870881,0.6403188,0.96657354,None,<function linear at 0x7fd0526c58c0>,16,0.5,72,mse,128,128,Adam
10,1.4244923047639233,0.9073013,0.9172711,2.04239693236943,1.3580836,0.86743414,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,16,0.30000000000000004,72,mse,256,256,RMSprop
20,0.8424388654056093,0.8424389,0.93235624,0.279823441335902,0.27982342,0.99239975,None,None,32,0.4,124,mae,256,256,RMSprop
5,8.653739101710817,2.1657693,0.5097394,1.2050584091828047,1.032836,0.92194843,<function relu at 0x7fd0526c55f0>,None,16,0.5,20,mse,256,32,RMSprop
23,1.0404482876678156,1.0404483,0.8986685,0.7472656257534673,0.7472655,0.95956475,None,None,32,0.4,98,mae,256,64,RMSprop
23,1.06925533639869,0.75169724,0.94349724,0.5308239698813677,0.6502385,0.96754634,None,<function linear at 0x7fd0526c58c0>,32,0.30000000000000004,124,mse,128,128,SGD
6,3.1834428431726898,1.3268538,0.8235643,1.1292723737505703,0.9844801,0.92821085,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,16,0.4,46,mse,256,32,SGD
10,0.8362516628876897,0.83625174,0.93397886,0.43716840604088913,0.43716842,0.98313034,None,None,64,0.2,20,mae,32,128,SGD
21,0.9962254729788621,0.9962255,0.90924245,0.4551316441854559,0.45513162,0.9822421,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,64,0.4,98,mae,256,256,RMSprop
18,0.922966557604666,0.68155974,0.94700986,0.19906161762521712,0.3621362,0.98742086,None,None,16,0.1,124,mse,128,128,Adam
26,1.5638716206700243,0.93998873,0.9156792,0.37014129852064576,0.5266571,0.97688425,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,32,0.1,98,mse,256,32,RMSprop
27,1.5146520034654147,0.92681146,0.9215174,1.515064781998404,1.1744729,0.9097556,None,None,64,0.2,72,mse,256,64,RMSprop
6,1.6185204393283303,0.9549465,0.91605276,1.1782284843195103,0.9958373,0.9298376,None,None,128,0.4,46,mse,64,128,SGD
19,0.9967955600366034,0.7171298,0.92841786,0.31126805877577907,0.477363,0.97617376,None,<function linear at 0x7fd0526c58c0>,8,0.1,72,mse,256,128,RMSprop
15,0.8752043588976419,0.8752044,0.92613417,0.3420518398554008,0.34205186,0.9884797,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,32,0.4,46,mae,64,256,Adam
17,1.4658682036693063,0.9228613,0.89996564,0.3155850658432894,0.47335103,0.9739513,<function relu at 0x7fd0526c55f0>,None,8,0.2,98,mse,128,64,RMSprop
6,4.09993331648719,1.5248156,0.78523594,4.252469901306634,1.8941004,0.73703337,<function relu at 0x7fd0526c55f0>,None,128,0.5,46,mse,32,64,SGD
5,1.3534665356458901,1.353467,0.7735956,0.3584766345556918,0.35847664,0.9858406,<function relu at 0x7fd0526c55f0>,None,8,0.30000000000000004,46,mae,64,32,Adam
15,0.6997070442427004,0.69970715,0.94909304,0.3869276523051897,0.38692766,0.985916,None,None,64,0.1,46,mae,64,128,Adam
3,1.3020996812847936,1.3020997,0.84524316,0.3863834999753982,0.3863835,0.98627615,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,32,0.5,20,mae,128,128,RMSprop
11,0.7184926034840009,0.7184924,0.94648147,0.47375679554304206,0.47375682,0.9791403,None,<function linear at 0x7fd0526c58c0>,32,0.1,46,mae,128,128,SGD
12,0.782785969178893,0.7827859,0.9211347,0.6059878325220155,0.6059879,0.96239805,None,None,8,0.30000000000000004,72,mae,32,128,SGD
24,1.6044697255983102,0.9600014,0.9166056,0.48194347157166184,0.6249935,0.9705738,None,<function linear at 0x7fd0526c58c0>,64,0.30000000000000004,72,mse,128,64,RMSprop
13,1.1158944242985396,1.1158947,0.8528241,0.32605387448726336,0.32605392,0.9874134,<function relu at 0x7fd0526c55f0>,None,8,0.4,72,mae,256,128,Adam
19,1.02305490339682,0.7255892,0.9457351,0.3620146893755308,0.5118131,0.9776737,None,None,32,0.2,46,mse,32,128,Adam
10,1.8015001731165594,1.8014998,0.6751723,0.5560889224570169,0.5560889,0.97513354,<function relu at 0x7fd0526c55f0>,None,32,0.4,72,mae,64,32,Adam
13,1.156356639433352,0.7939637,0.9375201,2.045171232309621,1.3630159,0.87270814,None,None,32,0.1,46,mse,64,64,RMSprop
8,0.816809181240881,0.8168091,0.9316993,0.7322207609902117,0.73222077,0.9563433,None,None,16,0.30000000000000004,46,mae,32,128,SGD
23,1.117607737593574,0.774313,0.93760484,0.21878216790695493,0.36648935,0.98645914,<function relu at 0x7fd0526c55f0>,None,16,0.2,98,mse,32,128,SGD
47,1.2253005060733022,0.82196784,0.9372894,0.2314353991241003,0.39108092,0.9863774,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,128,0.30000000000000004,124,mse,32,256,Adam
9,0.9532943301730685,0.9532945,0.8964612,0.6626594869197088,0.6626595,0.9575593,None,None,8,0.5,46,mae,128,128,Adam
15,1.5787409117304743,0.95018166,0.8903793,0.5758158048577018,0.6842566,0.9550156,None,None,8,0.5,98,mse,64,128,RMSprop
17,1.1325246015780046,0.7788035,0.936871,0.18420070560300053,0.3463524,0.98746216,None,<function linear at 0x7fd0526c58c0>,16,0.1,98,mse,64,32,Adam
10,1.1004284460024878,0.7743976,0.93767536,0.5238910573734387,0.6345904,0.9650733,<function relu at 0x7fd0526c55f0>,None,16,0.1,72,mse,32,128,RMSprop
13,1.9536350907866888,1.063965,0.88936853,0.27933748224518906,0.44548616,0.9815539,<function relu at 0x7fd0526c55f0>,None,16,0.4,72,mse,128,128,Adam
27,1.4189067911783249,0.89211243,0.91869354,0.1516645580328345,0.305766,0.99020785,None,None,16,0.5,98,mse,32,128,Adam
20,1.00772943832391,1.0077295,0.91168165,0.6399855507415789,0.63998556,0.9629457,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,128,0.1,20,mae,64,64,SGD
30,1.2242055508522183,1.2242055,0.81129235,0.6856525876721195,0.6856526,0.9557911,None,None,8,0.5,98,mae,256,32,RMSprop
33,1.5205911842820197,0.9252154,0.9185658,0.5009330035466911,0.6231308,0.9694777,None,None,32,0.5,124,mse,32,32,SGD
23,1.2900333144687008,1.2900337,0.79357797,0.3914395039291468,0.39143953,0.98056954,None,None,8,0.5,124,mae,128,32,RMSprop
20,0.7139321650055327,0.71393216,0.94850016,0.31901897715392014,0.319019,0.9903874,None,<function linear at 0x7fd0526c58c0>,64,0.1,46,mae,32,64,Adam
29,0.9310215503811533,0.9310214,0.91883737,0.6005982052930052,0.6005982,0.9707745,<function relu at 0x7fd0526c55f0>,None,64,0.2,72,mae,128,64,SGD
6,5.6946054857802455,1.7657766,0.68165004,0.9355678176234054,0.86820734,0.9394019,<function relu at 0x7fd0526c55f0>,None,16,0.4,46,mse,32,32,RMSprop
15,3.088346289971605,1.3214965,0.7902482,0.921155068998143,0.8989395,0.92205757,None,<function linear at 0x7fd0526c58c0>,8,0.5,124,mse,32,32,Adam
30,1.1098034510276802,0.77745736,0.94130313,0.19479253514760234,0.35414386,0.9879207,<function relu at 0x7fd0526c55f0>,None,32,0.30000000000000004,124,mse,128,256,SGD
37,0.7171951006083694,0.71719515,0.94846374,0.2950044764756618,0.2950045,0.991401,<function relu at 0x7fd0526c55f0>,None,64,0.2,124,mae,64,256,Adam
18,1.2296197856503892,0.82820386,0.91555804,0.2857801510571895,0.43458346,0.95273906,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,8,0.2,72,mse,256,128,Adam
14,1.1078567074404821,0.76783544,0.9249536,1.351608710014524,1.1053306,0.8900415,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,8,0.2,124,mse,128,128,SGD
18,1.294147448483112,0.850264,0.9186218,2.3563689932597143,1.4921153,0.8441207,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,16,0.2,98,mse,256,128,RMSprop
5,3.0026070800648594,1.3319554,0.8440873,0.4210918282682148,0.5416128,0.97586113,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,128,0.4,20,mse,64,64,RMSprop
25,0.7112694972647359,0.7112695,0.9363039,0.6167551850895849,0.6167553,0.96442187,None,None,8,0.1,72,mae,32,64,Adam
16,0.6697044942821861,0.6697045,0.9412182,0.40375967111867384,0.40375972,0.9752141,None,None,8,0.1,98,mae,32,128,SGD
14,1.6990574664034208,1.6990577,0.6433402,0.7787627678692476,0.7787627,0.9424244,<function relu at 0x7fd0526c55f0>,None,8,0.5,98,mae,64,32,RMSprop
21,1.2861479184099736,0.84323514,0.92985284,1.239018320230006,1.0487624,0.92306393,None,None,32,0.2,72,mse,128,32,SGD
37,1.1618697318715296,1.1618696,0.87674475,0.7158266145811663,0.7158266,0.9602114,None,<function linear at 0x7fd0526c58c0>,128,0.5,124,mae,256,64,SGD
15,1.167994393444951,1.1679943,0.8449159,0.7281495796907567,0.7281495,0.9519102,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,8,0.30000000000000004,98,mae,256,64,RMSprop
